name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
松尾 怜実,5162,女子戦,414,16,3.31,3.8,10.8,21.9,0.19,3.6
松尾 怜実,5162,混合戦,275,8,2.35,2.9,5.4,11.6,0.2,4.2
