name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
浜田 亜理沙,4546,女子戦,1842,484,6.52,26.2,48.6,67.9,0.18,3.3
浜田 亜理沙,4546,混合戦,904,127,5.28,14.0,31.6,49.1,0.18,3.6
