name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
定野 久恵,3298,女子戦,2656,357,5.47,13.4,31.5,54.1,0.22,3.3
定野 久恵,3298,混合戦,1547,138,4.67,8.9,21.9,40.8,0.21,3.4
