name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
三馬 崇史,5243,1 号艇,55,54,1,0,0,0,0,0
三馬 崇史,5243,2 号艇,68,1,64,1,2,0,0,0
三馬 崇史,5243,3 号艇,78,0,0,73,4,1,0,0
三馬 崇史,5243,4 号艇,112,0,0,1,85,17,9,0
三馬 崇史,5243,5 号艇,171,0,0,0,1,99,71,0
三馬 崇史,5243,6 号艇,205,0,0,0,0,8,197,0
