name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
佐藤 ほのか,5153,女子戦,468,33,3.72,7.0,15.6,28.2,0.17,3.1
佐藤 ほのか,5153,混合戦,321,6,2.13,1.8,4.3,9.3,0.18,3.5
