name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
小野 真歩,4770,女子戦,452,13,3.1,2.8,9.9,23.8,0.2,3.5
小野 真歩,4770,混合戦,276,2,1.74,0.7,2.5,4.7,0.21,3.8
