name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
尾崎 鉄也,2912,1 号艇,994,878,77,29,5,5,0,0
尾崎 鉄也,2912,2 号艇,1029,48,840,98,29,10,2,2
尾崎 鉄也,2912,3 号艇,980,17,112,725,97,24,5,0
尾崎 鉄也,2912,4 号艇,983,13,84,150,612,100,23,1
尾崎 鉄也,2912,5 号艇,981,15,60,117,174,532,83,0
尾崎 鉄也,2912,6 号艇,890,9,65,102,113,174,427,0
