name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
刑部 亜里紗,5205,桐生,2,16,1,5.25,6.2,25.0,56.2,1,0,0.15
刑部 亜里紗,5205,戸田,2,17,3,5.76,17.6,47.0,58.8,0,0,0.21
刑部 亜里紗,5205,江戸川,1,8,1,4.0,12.5,25.0,25.0,0,0,0.19
刑部 亜里紗,5205,平和島,2,22,6,5.27,27.2,40.9,45.4,0,0,0.19
刑部 亜里紗,5205,多摩川,3,28,7,6.39,25.0,42.8,60.7,1,0,0.17
刑部 亜里紗,5205,浜名湖,17,155,23,4.58,14.8,27.7,40.0,1,0,0.17
刑部 亜里紗,5205,蒲郡,6,55,6,4.75,10.9,29.0,40.0,1,0,0.15
刑部 亜里紗,5205,常滑,8,60,7,4.03,11.6,23.3,35.0,1,0,0.16
刑部 亜里紗,5205,津,4,32,2,3.19,6.2,18.7,21.8,0,0,0.22
刑部 亜里紗,5205,三国,5,47,11,6.6,23.4,51.0,65.9,4,0,0.16
刑部 亜里紗,5205,びわこ,4,36,7,4.94,19.4,33.3,47.2,0,0,0.18
刑部 亜里紗,5205,住之江,1,8,1,5.63,12.5,25.0,62.5,0,0,0.16
刑部 亜里紗,5205,尼崎,3,23,1,1.83,4.3,4.3,4.3,0,0,0.19
刑部 亜里紗,5205,鳴門,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
刑部 亜里紗,5205,丸亀,1,8,1,3.88,12.5,25.0,37.5,0,0,0.14
刑部 亜里紗,5205,児島,2,19,4,5.95,21.0,31.5,63.1,0,0,0.15
刑部 亜里紗,5205,宮島,2,19,3,5.58,15.7,26.3,52.6,0,0,0.16
刑部 亜里紗,5205,徳山,3,25,3,4.92,12.0,24.0,44.0,0,0,0.17
刑部 亜里紗,5205,下関,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
刑部 亜里紗,5205,若松,2,20,5,5.75,25.0,35.0,65.0,0,0,0.16
刑部 亜里紗,5205,芦屋,1,10,2,5.0,20.0,30.0,40.0,0,0,0.17
刑部 亜里紗,5205,福岡,4,37,6,5.03,16.2,35.1,45.9,0,0,0.18
刑部 亜里紗,5205,唐津,2,11,2,4.91,18.1,36.3,45.4,0,0,0.18
刑部 亜里紗,5205,大村,3,22,3,5.86,13.6,50.0,59.0,0,0,0.16
