name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
尾崎 朋美,3242,女子戦,527,80,5.19,15.1,32.0,50.2,0.22,3.1
尾崎 朋美,3242,混合戦,475,44,3.91,9.2,17.0,31.1,0.22,3.4
