name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
田路 朋史,4381,1 号艇,613,237,38.6,59.2,70.4,2,0
田路 朋史,4381,2 号艇,666,65,9.7,33.1,53.6,5,2
田路 朋史,4381,3 号艇,685,82,11.9,37.3,56.5,9,0
田路 朋史,4381,4 号艇,664,75,11.3,28.4,48.9,9,1
田路 朋史,4381,5 号艇,644,49,7.6,21.1,40.8,8,0
田路 朋史,4381,6 号艇,599,18,3.0,13.6,28.7,15,1
