name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
金子 建二,3480,1 コース,632,106,16.7,34.8,52.0,0.22,3.7
金子 建二,3480,2 コース,664,49,7.3,20.6,39.0,0.22,3.7
金子 建二,3480,3 コース,810,53,6.5,19.6,36.3,0.22,3.7
金子 建二,3480,4 コース,802,60,7.4,18.9,36.9,0.22,3.8
金子 建二,3480,5 コース,744,21,2.8,11.6,28.7,0.23,3.9
金子 建二,3480,6 コース,574,6,1.0,6.4,18.2,0.26,4.9
