name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
松本 浩一,3263,1 コース,295,26,22,0,0,0,4,0
松本 浩一,3263,2 コース,386,29,0,12,14,0,3,0
松本 浩一,3263,3 コース,438,23,0,4,13,2,3,1
松本 浩一,3263,4 コース,376,17,0,3,9,3,2,0
松本 浩一,3263,5 コース,312,6,0,2,0,2,2,0
松本 浩一,3263,6 コース,226,2,0,0,0,2,0,0
