name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
樋田 栄祐,3112,1 コース,72,13,18.0,43.0,59.7,0.22,3.2
樋田 栄祐,3112,2 コース,232,28,12.0,33.1,58.1,0.23,3.2
樋田 栄祐,3112,3 コース,214,22,10.2,32.2,51.8,0.23,3.3
樋田 栄祐,3112,4 コース,156,13,8.3,23.0,44.2,0.21,3.1
樋田 栄祐,3112,5 コース,115,6,5.2,24.3,46.9,0.22,3.5
樋田 栄祐,3112,6 コース,304,13,4.2,17.4,37.8,0.24,4.0
