name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
松尾 夏海,4642,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
松尾 夏海,4642,G1,10,85,14,6.11,16.4,37.6,50.5,2,0,0.14,2.9
松尾 夏海,4642,G2,3,22,4,6.91,18.1,45.4,59.0,1,0,0.15,3.0
松尾 夏海,4642,G3,70,668,149,5.53,22.3,39.8,54.7,14,3,0.16,2.8
松尾 夏海,4642,一般,184,1631,240,4.55,14.7,28.5,42.6,22,1,0.16,2.9
松尾 夏海,4642,総合,267,2406,407,4.9,16.9,32.1,46.4,39,4,0.16,2.9
