name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
坂野 さくら,5156,女子戦,524,55,3.94,10.5,20.4,33.7,0.17,3.3
坂野 さくら,5156,混合戦,344,11,2.36,3.2,8.1,11.3,0.18,3.5
