name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
松本 真広,5107,1 コース,64,19,29.6,40.6,50.0,0.19,3.5
松本 真広,5107,2 コース,105,1,0.9,14.2,34.2,0.17,3.7
松本 真広,5107,3 コース,108,5,4.6,12.9,30.5,0.17,3.3
松本 真広,5107,4 コース,97,6,6.1,11.3,22.6,0.19,4.1
松本 真広,5107,5 コース,131,1,0.7,6.8,22.1,0.19,3.7
松本 真広,5107,6 コース,433,4,0.9,3.4,9.2,0.18,3.6
