name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
鈴木 光男,2781,1 号艇,702,145,20.6,43.1,59.8,6,1
鈴木 光男,2781,2 号艇,704,75,10.6,30.1,53.2,3,1
鈴木 光男,2781,3 号艇,677,80,11.8,28.2,45.0,5,0
鈴木 光男,2781,4 号艇,631,62,9.8,25.0,42.1,4,0
鈴木 光男,2781,5 号艇,641,47,7.3,23.4,40.8,4,0
鈴木 光男,2781,6 号艇,632,40,6.3,17.5,33.5,7,0
