name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
有田 岳,3398,1 号艇,571,39,6.8,23.4,41.1,0,0
有田 岳,3398,2 号艇,668,37,5.5,20.0,39.8,0,0
有田 岳,3398,3 号艇,665,29,4.3,17.5,36.0,0,0
有田 岳,3398,4 号艇,618,24,3.8,17.1,34.6,0,0
有田 岳,3398,5 号艇,643,28,4.3,16.9,31.1,1,0
有田 岳,3398,6 号艇,632,27,4.2,11.5,26.7,1,0
