name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
黒田 剛,5244,1 号艇,24,24,0,0,0,0,0,0
黒田 剛,5244,2 号艇,41,0,38,1,2,0,0,0
黒田 剛,5244,3 号艇,56,0,0,48,5,0,3,0
黒田 剛,5244,4 号艇,86,0,0,0,57,11,18,0
黒田 剛,5244,5 号艇,121,0,0,0,1,65,55,0
黒田 剛,5244,6 号艇,207,0,0,0,0,5,202,0
