name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
松尾 宣邦,3434,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
松尾 宣邦,3434,G1,6,54,4,5.59,7.4,29.6,46.3,1,0,0.2,4.2
松尾 宣邦,3434,G2,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
松尾 宣邦,3434,G3,56,527,73,4.94,13.8,31.6,47.4,1,0,0.18,3.6
松尾 宣邦,3434,一般,674,5884,962,5.36,16.3,35.7,52.1,79,9,0.2,3.6
松尾 宣邦,3434,総合,736,6465,1039,5.33,16.0,35.3,51.7,81,9,0.2,3.6
