name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
前田 紗希,4845,女子戦,1224,205,5.27,16.7,33.9,51.7,0.16,3.1
前田 紗希,4845,混合戦,575,55,3.81,9.5,18.0,29.0,0.18,3.3
