name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
廣瀬 真也,4568,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
廣瀬 真也,4568,G1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
廣瀬 真也,4568,G2,2,12,0,3.17,0.0,0.0,0.0,0,0,0.16,3.4
廣瀬 真也,4568,G3,38,361,46,4.93,12.7,29.0,45.9,1,1,0.15,3.1
廣瀬 真也,4568,一般,332,2800,452,5.09,16.1,30.4,48.7,26,1,0.16,2.9
廣瀬 真也,4568,総合,372,3173,498,5.07,15.6,30.1,48.2,27,2,0.16,2.9
