name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
大澤 真菜,4414,女子戦,1623,149,4.0,9.1,22.1,32.9,0.19,3.3
大澤 真菜,4414,混合戦,529,21,2.88,3.9,10.9,18.9,0.19,3.5
