name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
笠野 友紀恵,3528,女子戦,2948,270,4.45,9.1,21.7,38.7,0.22,3.8
笠野 友紀恵,3528,混合戦,1398,53,3.34,3.7,11.6,23.6,0.22,3.9
