name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
佐竹 孝雄,1914,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
佐竹 孝雄,1914,G1,7,56,3,5.11,5.3,19.6,42.8,0,0,0.21,4.3
佐竹 孝雄,1914,G2,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
佐竹 孝雄,1914,G3,1,3,0,4.33,0.0,33.3,33.3,0,0,0.26,2.3
佐竹 孝雄,1914,一般,133,1110,192,5.99,17.3,42.6,62.9,22,2,0.22,3.5
佐竹 孝雄,1914,総合,141,1169,195,5.94,16.6,41.4,61.9,22,2,0.22,3.5
