name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
山田 竜一,3505,1 コース,1160,584,532,0,0,0,50,2
山田 竜一,3505,2 コース,1082,313,0,162,110,0,38,3
山田 竜一,3505,3 コース,1251,288,0,67,119,73,28,1
山田 竜一,3505,4 コース,1385,298,0,59,125,71,40,3
山田 竜一,3505,5 コース,1135,136,0,23,34,51,26,2
山田 竜一,3505,6 コース,767,52,0,10,11,19,12,0
