name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
篠田 智昭,3457,桐生,12,94,16,4.26,17.0,23.4,34.0,0,0,0.24
篠田 智昭,3457,戸田,10,67,3,3.9,4.4,14.9,31.3,0,0,0.23
篠田 智昭,3457,江戸川,8,70,9,4.57,12.8,25.7,40.0,0,0,0.24
篠田 智昭,3457,平和島,16,131,12,4.4,9.1,28.2,37.4,0,0,0.23
篠田 智昭,3457,多摩川,13,93,12,4.22,12.9,23.6,35.4,0,0,0.23
篠田 智昭,3457,浜名湖,9,64,9,4.63,14.0,31.2,45.3,0,0,0.24
篠田 智昭,3457,蒲郡,12,101,12,4.47,11.8,28.7,39.6,2,1,0.25
篠田 智昭,3457,常滑,12,104,12,4.73,11.5,29.8,44.2,0,0,0.23
篠田 智昭,3457,津,13,89,6,3.43,6.7,16.8,26.9,1,0,0.23
篠田 智昭,3457,三国,19,134,13,4.41,9.7,27.6,41.7,1,0,0.21
篠田 智昭,3457,びわこ,7,50,3,3.8,6.0,16.0,34.0,0,0,0.21
篠田 智昭,3457,住之江,8,61,6,4.61,9.8,29.5,44.2,0,0,0.2
篠田 智昭,3457,尼崎,13,103,11,4.3,10.6,22.3,42.7,1,0,0.23
篠田 智昭,3457,鳴門,14,114,12,4.18,10.5,23.6,35.9,1,0,0.24
篠田 智昭,3457,丸亀,14,115,9,3.97,7.8,18.2,34.7,0,0,0.23
篠田 智昭,3457,児島,15,129,23,5.12,17.8,35.6,48.8,1,0,0.22
篠田 智昭,3457,宮島,12,106,12,4.72,11.3,32.0,45.2,0,0,0.21
篠田 智昭,3457,徳山,36,322,56,5.01,17.3,33.5,47.8,1,0,0.22
篠田 智昭,3457,下関,32,282,41,4.77,14.5,30.5,44.6,2,0,0.21
篠田 智昭,3457,若松,13,116,17,4.56,14.6,28.4,41.3,1,0,0.23
篠田 智昭,3457,芦屋,12,101,12,4.59,11.8,25.7,39.6,0,0,0.23
篠田 智昭,3457,福岡,15,131,9,4.13,6.8,20.6,36.6,1,0,0.23
篠田 智昭,3457,唐津,20,161,13,3.94,8.0,19.8,33.5,0,0,0.23
篠田 智昭,3457,大村,13,104,15,5.03,14.4,25.9,50.9,1,0,0.22
