name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
森清 友翔,5223,1 コース,43,15,34.8,53.4,60.4,0.19,3.6
森清 友翔,5223,2 コース,81,7,8.6,27.1,37.0,0.19,3.8
森清 友翔,5223,3 コース,82,2,2.4,14.6,26.8,0.2,4.1
森清 友翔,5223,4 コース,88,2,2.2,9.0,17.0,0.2,4.2
森清 友翔,5223,5 コース,134,4,2.9,5.9,12.6,0.19,3.7
森清 友翔,5223,6 コース,288,0,0.0,0.3,3.1,0.19,3.9
