name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
柴田 愛梨,5108,女子戦,294,2,2.51,0.6,5.4,13.6,0.22,4.2
柴田 愛梨,5108,混合戦,167,1,1.63,0.6,1.2,4.1,0.23,4.5
