name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
安達 美帆,3778,女子戦,2656,339,4.48,12.7,25.5,40.4,0.22,3.6
安達 美帆,3778,混合戦,1120,76,3.36,6.7,14.2,25.0,0.24,3.8
