name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
浜野 孝志,4156,1 コース,766,404,52.7,70.3,79.3,0.17,3.0
浜野 孝志,4156,2 コース,670,124,18.5,45.2,62.9,0.18,3.4
浜野 孝志,4156,3 コース,751,118,15.7,39.9,59.7,0.17,3.1
浜野 孝志,4156,4 コース,872,124,14.2,36.0,54.9,0.18,3.4
浜野 孝志,4156,5 コース,1007,79,7.8,21.9,47.1,0.18,3.3
浜野 孝志,4156,6 コース,864,27,3.1,11.4,26.9,0.19,3.6
