name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
吉永 則雄,4099,1 コース,1292,923,892,0,0,0,31,0
吉永 則雄,4099,2 コース,1078,310,0,224,56,0,28,2
吉永 則雄,4099,3 コース,1110,231,0,33,59,108,29,2
吉永 則雄,4099,4 コース,1097,214,0,54,78,58,21,3
吉永 則雄,4099,5 コース,957,127,0,20,41,50,14,2
吉永 則雄,4099,6 コース,620,38,0,10,10,11,6,1
