name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
今出 晋二,3949,1 号艇,761,611,43,20,26,29,31,1
今出 晋二,3949,2 号艇,922,11,636,124,52,55,44,0
今出 晋二,3949,3 号艇,941,2,39,635,125,85,55,0
今出 晋二,3949,4 号艇,883,1,13,63,520,190,96,0
今出 晋二,3949,5 号艇,886,1,12,20,84,588,181,0
今出 晋二,3949,6 号艇,831,3,3,21,38,133,633,0
