name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
藤川 利文,4250,1 号艇,464,393,16,7,6,13,28,1
藤川 利文,4250,2 号艇,607,12,441,59,20,24,51,0
藤川 利文,4250,3 号艇,620,1,16,423,73,54,53,0
藤川 利文,4250,4 号艇,600,1,7,28,381,101,82,0
藤川 利文,4250,5 号艇,595,1,4,11,29,439,111,0
藤川 利文,4250,6 号艇,534,0,2,7,17,85,423,0
