name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
豊田 祥生,5294,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
豊田 祥生,5294,G1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
豊田 祥生,5294,G2,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
豊田 祥生,5294,G3,1,2,0,1.5,0.0,0.0,0.0,0,0,0.22,4.5
豊田 祥生,5294,一般,58,424,9,2.56,2.1,8.9,14.1,0,0,0.17,3.7
豊田 祥生,5294,総合,59,426,9,2.56,2.1,8.9,14.0,0,0,0.17,3.7
