name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
倉西 吉朗,3009,桐生,4,33,7,5.67,21.2,33.3,57.5,0,0,0.22
倉西 吉朗,3009,戸田,6,44,10,5.91,22.7,40.9,59.0,3,0,0.21
倉西 吉朗,3009,江戸川,11,82,17,5.55,20.7,40.2,51.2,2,0,0.23
倉西 吉朗,3009,平和島,5,39,7,5.1,17.9,33.3,46.1,1,0,0.22
倉西 吉朗,3009,多摩川,9,78,22,6.49,28.2,46.1,64.1,3,1,0.19
倉西 吉朗,3009,浜名湖,4,35,6,5.6,17.1,42.8,57.1,1,0,0.25
倉西 吉朗,3009,蒲郡,2,22,5,6.82,22.7,59.0,72.7,1,0,0.19
倉西 吉朗,3009,常滑,3,21,3,5.48,14.2,47.6,52.3,1,0,0.23
倉西 吉朗,3009,津,4,32,10,6.88,31.2,53.1,78.1,1,0,0.23
倉西 吉朗,3009,三国,5,43,8,5.77,18.6,41.8,53.4,0,0,0.21
倉西 吉朗,3009,びわこ,3,23,6,5.78,26.0,43.4,56.5,1,0,0.21
倉西 吉朗,3009,住之江,5,40,12,6.03,30.0,47.5,55.0,1,0,0.15
倉西 吉朗,3009,尼崎,6,45,13,6.27,28.8,48.8,64.4,2,0,0.19
倉西 吉朗,3009,鳴門,6,54,9,5.44,16.6,38.8,55.5,2,0,0.22
倉西 吉朗,3009,丸亀,6,58,11,6.43,18.9,51.7,67.2,4,0,0.2
倉西 吉朗,3009,児島,4,41,12,6.32,29.2,43.9,60.9,1,0,0.21
倉西 吉朗,3009,宮島,16,150,41,6.6,27.3,50.6,71.3,6,0,0.2
倉西 吉朗,3009,徳山,8,73,30,7.36,41.1,64.3,76.7,5,2,0.19
倉西 吉朗,3009,下関,5,45,11,6.09,24.4,42.2,62.2,1,0,0.2
倉西 吉朗,3009,若松,3,32,10,6.44,31.2,53.1,68.7,0,0,0.2
倉西 吉朗,3009,芦屋,3,35,8,5.8,22.8,45.7,57.1,0,0,0.19
倉西 吉朗,3009,福岡,3,29,6,6.69,20.6,58.6,72.4,1,0,0.21
倉西 吉朗,3009,唐津,3,30,8,6.6,26.6,53.3,73.3,1,0,0.19
倉西 吉朗,3009,大村,7,67,26,7.25,38.8,59.7,77.6,4,0,0.24
