name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
植田 太一,4679,1 号艇,325,168,51.6,64.9,75.0,1,0
植田 太一,4679,2 号艇,397,61,15.3,36.7,52.9,0,0
植田 太一,4679,3 号艇,415,60,14.4,31.8,52.5,8,1
植田 太一,4679,4 号艇,432,27,6.2,21.0,39.3,4,0
植田 太一,4679,5 号艇,453,28,6.1,16.3,32.6,2,0
植田 太一,4679,6 号艇,465,13,2.8,10.7,21.7,9,0
