name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
大内 裕樹,3819,1 号艇,697,123,17.6,36.8,49.7,1,0
大内 裕樹,3819,2 号艇,760,65,8.5,24.2,39.7,1,0
大内 裕樹,3819,3 号艇,773,64,8.2,18.7,35.3,1,0
大内 裕樹,3819,4 号艇,732,53,7.2,17.7,33.8,0,0
大内 裕樹,3819,5 号艇,750,52,6.9,14.4,28.8,0,0
大内 裕樹,3819,6 号艇,754,29,3.8,12.2,24.0,3,0
