name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
原村 百那,5342,女子戦,82,0,1.41,0.0,0.0,1.2,0.19,3.4
原村 百那,5342,混合戦,84,0,1.36,0.0,1.1,4.7,0.21,4.5
