name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
宮崎 光基,4968,1 号艇,40,7,17.5,32.5,40.0,0,0
宮崎 光基,4968,2 号艇,74,1,1.3,2.7,14.8,0,0
宮崎 光基,4968,3 号艇,76,4,5.2,10.5,18.4,0,0
宮崎 光基,4968,4 号艇,103,2,1.9,2.9,4.8,0,0
宮崎 光基,4968,5 号艇,170,2,1.1,3.5,5.2,0,0
宮崎 光基,4968,6 号艇,222,1,0.4,1.3,3.6,0,0
