name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
糸數 由里,3328,女子戦,1504,116,4.21,7.7,21.7,37.9,0.23,3.7
糸數 由里,3328,混合戦,1262,58,3.43,4.6,12.7,26.4,0.24,3.9
