name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
砂長 知輝,5112,1 コース,204,119,58.3,71.5,81.8,0.14,2.7
砂長 知輝,5112,2 コース,201,51,25.3,50.7,64.6,0.16,3.3
砂長 知輝,5112,3 コース,193,31,16.0,36.2,56.4,0.15,3.0
砂長 知輝,5112,4 コース,211,38,18.0,37.4,60.1,0.14,2.8
砂長 知輝,5112,5 コース,219,20,9.1,25.5,45.6,0.15,3.2
砂長 知輝,5112,6 コース,286,6,2.1,6.2,23.7,0.16,3.5
