name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
西村 勝,3589,1 号艇,1200,1140,40,11,4,1,3,1
西村 勝,3589,2 号艇,1085,60,925,63,26,7,4,0
西村 勝,3589,3 号艇,1057,17,99,836,75,17,12,1
西村 勝,3589,4 号艇,1043,18,45,106,787,75,12,0
西村 勝,3589,5 号艇,1006,18,49,74,139,659,67,0
西村 勝,3589,6 号艇,1008,22,50,89,76,134,637,0
