name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
浜田 亜理沙,4546,1 コース,499,294,58.9,73.3,82.7,0.18,3.1
浜田 亜理沙,4546,2 コース,421,104,24.7,54.8,72.4,0.19,3.6
浜田 亜理沙,4546,3 コース,422,75,17.7,45.9,67.5,0.17,3.3
浜田 亜理沙,4546,4 コース,465,78,16.7,42.3,67.1,0.17,3.2
浜田 亜理沙,4546,5 コース,423,47,11.1,30.7,52.9,0.17,3.2
浜田 亜理沙,4546,6 コース,567,25,4.4,14.9,33.6,0.19,3.8
