name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
長嶺 豊,1812,1 号艇,330,107,32.4,48.1,63.6,5,1
長嶺 豊,1812,2 号艇,287,67,23.3,41.4,58.8,7,1
長嶺 豊,1812,3 号艇,269,60,22.3,44.6,58.3,11,2
長嶺 豊,1812,4 号艇,262,54,20.6,38.1,54.2,4,0
長嶺 豊,1812,5 号艇,259,51,19.6,40.5,51.7,4,1
長嶺 豊,1812,6 号艇,287,62,21.6,35.1,46.6,8,0
