name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
南野 利騰,4405,1 コース,480,185,38.5,59.1,70.6,0.15,2.8
南野 利騰,4405,2 コース,554,62,11.1,32.3,53.0,0.17,3.1
南野 利騰,4405,3 コース,537,48,8.9,24.5,45.2,0.16,3.1
南野 利騰,4405,4 コース,564,59,10.4,26.4,48.7,0.16,2.8
南野 利騰,4405,5 コース,755,49,6.4,20.2,38.6,0.16,3.1
南野 利騰,4405,6 コース,793,26,3.2,8.2,22.1,0.19,3.7
