name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
樋口 亮,3777,桐生,16,133,22,6.39,16.5,42.8,66.1,4,0,0.22
樋口 亮,3777,戸田,18,146,38,6.26,26.0,44.5,65.0,7,2,0.19
樋口 亮,3777,江戸川,27,215,39,5.53,18.1,33.9,53.0,3,1,0.22
樋口 亮,3777,平和島,16,155,39,6.12,25.1,40.0,58.0,5,1,0.17
樋口 亮,3777,多摩川,26,225,45,5.88,20.0,39.1,58.6,3,1,0.19
樋口 亮,3777,浜名湖,23,193,41,5.91,21.2,40.9,59.5,4,0,0.2
樋口 亮,3777,蒲郡,22,201,50,6.06,24.8,41.2,57.2,6,1,0.2
樋口 亮,3777,常滑,27,225,67,6.61,29.7,48.0,64.8,13,4,0.2
樋口 亮,3777,津,27,244,61,6.38,25.0,46.3,63.9,8,2,0.19
樋口 亮,3777,三国,22,188,38,6.03,20.2,40.4,59.5,4,0,0.19
樋口 亮,3777,びわこ,16,139,33,6.1,23.7,41.0,60.4,4,1,0.19
樋口 亮,3777,住之江,30,276,65,6.2,23.5,41.6,60.8,4,1,0.17
樋口 亮,3777,尼崎,28,250,53,6.18,21.2,42.0,64.0,6,0,0.19
樋口 亮,3777,鳴門,24,206,53,6.5,25.7,49.5,66.9,11,2,0.18
樋口 亮,3777,丸亀,34,332,67,5.71,20.1,38.2,54.2,12,2,0.19
樋口 亮,3777,児島,29,261,67,6.3,25.6,44.4,62.0,5,1,0.18
樋口 亮,3777,宮島,26,248,59,5.94,23.7,39.5,57.6,7,3,0.19
樋口 亮,3777,徳山,33,310,68,6.31,21.9,49.6,66.1,13,1,0.19
樋口 亮,3777,下関,22,196,40,5.89,20.4,40.3,56.1,5,0,0.21
樋口 亮,3777,若松,40,369,76,6.07,20.6,41.4,61.5,8,0,0.2
樋口 亮,3777,芦屋,28,279,57,5.94,20.4,42.6,60.2,6,0,0.2
樋口 亮,3777,福岡,39,379,76,6.01,20.0,39.5,59.8,7,1,0.2
樋口 亮,3777,唐津,48,448,96,6.25,21.4,44.6,62.5,14,1,0.19
樋口 亮,3777,大村,155,1443,410,6.68,28.4,50.1,67.9,47,11,0.18
