name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
樋口 由加里,4501,女子戦,2877,628,5.87,21.8,41.0,59.2,0.16,2.9
樋口 由加里,4501,混合戦,962,109,4.45,11.3,24.1,38.5,0.17,3.2
