name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
辺見 新治,3405,1 コース,441,77,17.4,33.7,46.0,0.22,3.5
辺見 新治,3405,2 コース,596,64,10.7,25.3,43.7,0.23,3.9
辺見 新治,3405,3 コース,599,48,8.0,22.5,37.9,0.24,3.9
辺見 新治,3405,4 コース,594,60,10.1,20.3,32.8,0.24,4.0
辺見 新治,3405,5 コース,705,33,4.6,11.3,24.6,0.24,4.2
辺見 新治,3405,6 コース,539,10,1.8,8.3,18.7,0.26,4.5
