name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
若林 義人,5034,桐生,9,68,10,4.72,14.7,29.4,42.6,0,0,0.16
若林 義人,5034,戸田,8,71,7,4.37,9.8,22.5,38.0,0,0,0.16
若林 義人,5034,江戸川,11,85,9,4.65,10.5,27.0,42.3,0,0,0.19
若林 義人,5034,平和島,7,56,10,4.73,17.8,30.3,42.8,1,0,0.15
若林 義人,5034,多摩川,13,108,19,5.24,17.5,35.1,49.0,1,0,0.16
若林 義人,5034,浜名湖,32,281,38,4.72,13.5,27.0,42.7,3,1,0.16
若林 義人,5034,蒲郡,10,77,14,4.86,18.1,31.1,42.8,0,0,0.16
若林 義人,5034,常滑,7,58,6,4.53,10.3,24.1,39.6,0,0,0.16
若林 義人,5034,津,8,59,8,4.73,13.5,28.8,45.7,0,0,0.17
若林 義人,5034,三国,8,66,7,4.36,10.6,25.7,37.8,0,0,0.15
若林 義人,5034,びわこ,4,37,4,3.97,10.8,24.3,37.8,0,0,0.18
若林 義人,5034,住之江,3,26,2,3.88,7.6,26.9,42.3,0,0,0.18
若林 義人,5034,尼崎,4,40,13,6.48,32.5,50.0,67.5,1,0,0.14
若林 義人,5034,鳴門,4,37,12,6.68,32.4,51.3,70.2,1,0,0.12
若林 義人,5034,丸亀,2,17,2,4.65,11.7,23.5,47.0,0,0,0.12
若林 義人,5034,児島,2,21,6,6.9,28.5,57.1,76.1,1,0,0.14
若林 義人,5034,宮島,4,40,16,7.15,40.0,57.5,72.5,3,0,0.16
若林 義人,5034,徳山,4,37,10,5.97,27.0,40.5,56.7,1,0,0.17
若林 義人,5034,下関,4,43,11,6.77,25.5,55.8,74.4,0,0,0.15
若林 義人,5034,若松,4,36,7,5.89,19.4,38.8,55.5,2,0,0.16
若林 義人,5034,芦屋,2,21,2,5.14,9.5,33.3,57.1,0,0,0.14
若林 義人,5034,福岡,3,24,8,6.96,33.3,54.1,75.0,2,1,0.17
若林 義人,5034,唐津,2,16,2,4.44,12.5,18.7,37.5,0,0,0.19
若林 義人,5034,大村,3,29,6,6.48,20.6,41.3,65.5,0,0,0.13
