name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
松山 将吾,4828,桐生,4,38,6,5.53,15.7,39.4,55.2,0,0,0.15
松山 将吾,4828,戸田,11,79,14,5.63,17.7,35.4,54.4,2,0,0.16
松山 将吾,4828,江戸川,9,66,10,5.67,15.1,34.8,59.0,0,0,0.17
松山 将吾,4828,平和島,9,80,13,5.69,16.2,31.2,48.7,2,0,0.15
松山 将吾,4828,多摩川,14,131,38,6.62,29.0,51.1,67.1,4,0,0.15
松山 将吾,4828,浜名湖,17,135,20,5.54,14.8,29.6,53.3,2,0,0.17
松山 将吾,4828,蒲郡,6,51,9,5.41,17.6,35.2,50.9,1,0,0.16
松山 将吾,4828,常滑,14,106,21,5.4,19.8,33.0,50.0,2,0,0.16
松山 将吾,4828,津,10,90,15,5.56,16.6,31.1,51.1,3,0,0.17
松山 将吾,4828,三国,23,206,33,5.41,16.0,34.4,50.0,3,1,0.17
松山 将吾,4828,びわこ,71,651,142,5.7,21.8,38.2,54.0,10,3,0.17
松山 将吾,4828,住之江,10,96,19,5.6,19.7,38.5,52.0,1,0,0.15
松山 将吾,4828,尼崎,13,112,21,5.13,18.7,31.2,47.3,2,0,0.14
松山 将吾,4828,鳴門,4,39,6,6.03,15.3,46.1,58.9,1,0,0.13
松山 将吾,4828,丸亀,11,100,18,5.93,18.0,36.0,64.0,4,0,0.15
松山 将吾,4828,児島,9,86,17,5.42,19.7,36.0,51.1,2,0,0.14
松山 将吾,4828,宮島,11,95,20,5.63,21.0,37.8,52.6,4,0,0.17
松山 将吾,4828,徳山,9,72,11,5.92,15.2,37.5,54.1,3,0,0.15
松山 将吾,4828,下関,10,92,23,5.99,25.0,42.3,57.6,2,0,0.14
松山 将吾,4828,若松,5,47,12,5.96,25.5,40.4,57.4,1,0,0.16
松山 将吾,4828,芦屋,7,67,18,6.9,26.8,52.2,71.6,1,1,0.17
松山 将吾,4828,福岡,5,42,11,5.38,26.1,35.7,47.6,0,0,0.16
松山 将吾,4828,唐津,8,73,20,6.66,27.4,43.8,72.6,1,0,0.16
松山 将吾,4828,大村,8,70,17,6.19,24.2,42.8,62.8,1,0,0.15
