name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
渥美 敏男,2803,1 コース,503,72,64,2,0,0,6,0
渥美 敏男,2803,2 コース,562,50,0,21,20,0,9,0
渥美 敏男,2803,3 コース,612,40,0,7,22,5,5,1
渥美 敏男,2803,4 コース,545,36,0,2,22,5,6,1
渥美 敏男,2803,5 コース,463,21,0,5,7,4,5,0
渥美 敏男,2803,6 コース,398,5,0,1,2,1,1,0
