name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
橋谷田 佳織,3355,女子戦,3560,237,4.99,6.6,25.1,49.2,0.29,5.0
橋谷田 佳織,3355,混合戦,1542,58,4.12,3.7,15.6,35.9,0.29,5.2
