name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
吉田 重義,2288,1 コース,572,163,145,0,0,0,18,0
吉田 重義,2288,2 コース,713,129,0,76,36,0,13,4
吉田 重義,2288,3 コース,652,97,0,32,34,15,16,0
吉田 重義,2288,4 コース,481,52,0,19,16,10,7,0
吉田 重義,2288,5 コース,328,30,0,8,4,10,8,0
吉田 重義,2288,6 コース,123,1,0,0,0,0,1,0
