name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
花本 剛,4896,桐生,2,17,1,2.82,5.8,5.8,17.6,0,0,0.15
花本 剛,4896,戸田,3,15,2,4.93,13.3,26.6,33.3,0,0,0.23
花本 剛,4896,江戸川,3,28,1,3.46,3.5,10.7,21.4,0,0,0.19
花本 剛,4896,平和島,5,45,3,3.98,6.6,13.3,33.3,0,0,0.19
花本 剛,4896,多摩川,1,10,1,4.2,10.0,20.0,40.0,0,0,0.19
花本 剛,4896,浜名湖,4,20,3,3.5,15.0,20.0,25.0,0,0,0.25
花本 剛,4896,蒲郡,5,33,4,4.45,12.1,18.1,45.4,0,0,0.19
花本 剛,4896,常滑,6,37,6,5.14,16.2,37.8,48.6,0,0,0.17
花本 剛,4896,津,4,36,3,4.53,8.3,25.0,50.0,0,0,0.21
花本 剛,4896,三国,5,38,2,3.55,5.2,7.8,28.9,0,0,0.2
花本 剛,4896,びわこ,7,54,7,4.52,12.9,24.0,35.1,0,0,0.19
花本 剛,4896,住之江,3,22,1,3.23,4.5,9.0,22.7,0,0,0.2
花本 剛,4896,尼崎,5,45,4,4.87,8.8,24.4,44.4,0,0,0.16
花本 剛,4896,鳴門,7,47,4,3.77,8.5,12.7,27.6,0,0,0.2
花本 剛,4896,丸亀,6,51,4,3.73,7.8,15.6,35.2,0,0,0.19
花本 剛,4896,児島,3,26,2,4.12,7.6,15.3,42.3,0,0,0.18
花本 剛,4896,宮島,8,64,3,4.0,4.6,17.1,29.6,0,0,0.19
花本 剛,4896,徳山,39,303,17,3.48,5.6,13.2,25.0,0,0,0.19
花本 剛,4896,下関,29,227,25,4.06,11.0,18.9,33.0,0,0,0.18
花本 剛,4896,若松,4,32,3,3.47,9.3,15.6,31.2,0,0,0.21
花本 剛,4896,芦屋,15,114,3,3.44,2.6,11.4,26.3,0,0,0.18
花本 剛,4896,福岡,13,97,12,4.43,12.3,28.8,37.1,0,0,0.19
花本 剛,4896,唐津,11,92,7,3.88,7.6,16.3,31.5,0,0,0.18
花本 剛,4896,大村,12,91,7,3.88,7.6,14.2,31.8,0,0,0.18
