name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
西 茂登子,3142,女子戦,1882,198,4.8,10.5,26.6,44.8,0.22,3.6
西 茂登子,3142,混合戦,1788,122,4.08,6.8,18.0,34.1,0.23,3.9
