name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
荒木 颯斗,5252,1 コース,44,17,16,0,0,0,1,0
荒木 颯斗,5252,2 コース,73,6,0,4,1,0,1,0
荒木 颯斗,5252,3 コース,70,10,0,1,6,3,0,0
荒木 颯斗,5252,4 コース,98,9,0,2,3,2,2,0
荒木 颯斗,5252,5 コース,112,7,0,0,3,4,0,0
荒木 颯斗,5252,6 コース,275,3,0,0,0,3,0,0
