name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
木下 雄介,5050,桐生,2,15,0,3.13,0.0,0.0,20.0,0,0,0.19
木下 雄介,5050,戸田,4,34,1,4.82,2.9,32.3,52.9,0,0,0.16
木下 雄介,5050,江戸川,2,12,3,5.25,25.0,33.3,58.3,0,0,0.19
木下 雄介,5050,平和島,2,19,2,4.47,10.5,21.0,36.8,0,0,0.17
木下 雄介,5050,多摩川,6,54,8,4.43,14.8,20.3,42.5,0,0,0.15
木下 雄介,5050,浜名湖,4,32,5,5.5,15.6,40.6,59.3,0,0,0.15
木下 雄介,5050,蒲郡,10,82,5,3.89,6.1,20.7,32.9,0,0,0.15
木下 雄介,5050,常滑,10,71,13,4.55,18.3,29.5,40.8,1,0,0.17
木下 雄介,5050,津,1,8,0,1.13,0.0,0.0,0.0,0,0,0.22
木下 雄介,5050,三国,11,91,11,3.97,12.0,19.7,34.0,0,0,0.15
木下 雄介,5050,びわこ,39,339,40,4.32,11.8,23.8,41.8,3,0,0.18
木下 雄介,5050,住之江,7,57,7,4.44,12.2,22.8,42.1,0,0,0.15
木下 雄介,5050,尼崎,12,102,9,3.73,8.8,17.6,28.4,0,0,0.19
木下 雄介,5050,鳴門,4,31,5,4.55,16.1,29.0,38.7,0,0,0.15
木下 雄介,5050,丸亀,3,27,3,4.3,11.1,25.9,40.7,0,0,0.16
木下 雄介,5050,児島,5,46,0,3.43,0.0,17.3,26.0,0,0,0.16
木下 雄介,5050,宮島,4,34,6,4.47,17.6,32.3,35.2,0,0,0.17
木下 雄介,5050,徳山,6,50,6,4.32,12.0,20.0,32.0,0,0,0.16
木下 雄介,5050,下関,2,15,0,3.53,0.0,13.3,40.0,0,0,0.17
木下 雄介,5050,若松,4,30,5,4.73,16.6,33.3,40.0,0,0,0.14
木下 雄介,5050,芦屋,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
木下 雄介,5050,福岡,2,18,1,4.44,5.5,33.3,38.8,0,0,0.16
木下 雄介,5050,唐津,2,19,1,3.63,5.2,21.0,31.5,0,0,0.12
木下 雄介,5050,大村,5,48,8,5.71,16.6,39.5,60.4,2,0,0.13
