name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
別府 昌樹,3873,桐生,20,173,44,6.28,25.4,49.1,62.4,6,0,0.19
別府 昌樹,3873,戸田,18,139,22,5.48,15.8,37.4,56.1,0,0,0.18
別府 昌樹,3873,江戸川,18,140,35,6.5,25.0,54.2,67.1,6,1,0.21
別府 昌樹,3873,平和島,21,145,35,6.14,24.1,41.3,60.0,7,0,0.18
別府 昌樹,3873,多摩川,22,195,39,6.11,20.0,44.6,65.6,5,0,0.17
別府 昌樹,3873,浜名湖,28,230,58,6.44,25.2,45.2,65.2,10,2,0.16
別府 昌樹,3873,蒲郡,25,233,51,5.99,21.8,42.9,61.3,4,1,0.18
別府 昌樹,3873,常滑,25,195,52,6.6,26.6,52.3,67.1,9,3,0.17
別府 昌樹,3873,津,29,246,55,6.17,22.3,46.7,63.4,8,3,0.17
別府 昌樹,3873,三国,21,173,37,6.12,21.3,41.0,64.7,4,0,0.17
別府 昌樹,3873,びわこ,21,181,36,6.16,19.8,43.6,65.1,7,0,0.17
別府 昌樹,3873,住之江,31,240,52,6.09,21.6,41.6,62.5,6,1,0.16
別府 昌樹,3873,尼崎,30,269,46,5.75,17.1,38.2,56.8,3,0,0.17
別府 昌樹,3873,鳴門,31,272,64,6.47,23.5,46.3,69.8,6,2,0.16
別府 昌樹,3873,丸亀,28,272,63,6.32,23.1,44.4,65.8,10,2,0.16
別府 昌樹,3873,児島,39,371,71,6.11,19.1,40.9,63.8,12,3,0.17
別府 昌樹,3873,宮島,81,775,177,6.33,22.8,46.3,66.8,17,1,0.17
別府 昌樹,3873,徳山,44,433,83,6.1,19.1,42.7,62.3,10,2,0.18
別府 昌樹,3873,下関,44,381,98,6.4,25.7,46.7,65.8,14,3,0.17
別府 昌樹,3873,若松,34,317,63,5.98,19.8,43.5,61.5,4,0,0.17
別府 昌樹,3873,芦屋,43,389,93,6.05,23.9,43.1,60.1,7,2,0.16
別府 昌樹,3873,福岡,30,279,76,6.42,27.2,48.3,67.3,12,2,0.18
別府 昌樹,3873,唐津,32,303,67,6.46,22.1,47.1,67.9,8,0,0.16
別府 昌樹,3873,大村,27,220,46,5.72,20.9,41.8,55.9,5,1,0.18
