name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
藤本 佳史,3350,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
藤本 佳史,3350,G1,12,108,8,4.82,7.4,18.5,33.3,0,0,0.2,3.7
藤本 佳史,3350,G2,3,25,2,4.48,8.0,12.0,24.0,0,0,0.2,3.7
藤本 佳史,3350,G3,42,392,59,5.45,15.0,34.6,56.3,3,0,0.17,3.3
藤本 佳史,3350,一般,724,6390,1128,5.7,17.6,37.9,58.8,100,9,0.19,3.3
藤本 佳史,3350,総合,781,6915,1197,5.67,17.3,37.3,58.1,103,9,0.19,3.3
