name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
恵良 琴美,5389,女子戦,53,0,1.23,0.0,0.0,0.0,0.19,3.4
恵良 琴美,5389,混合戦,83,0,1.07,0.0,0.0,0.0,0.19,4.3
