name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
宮嵜 隆太郎,3825,1 号艇,885,779,48,21,15,11,11,0
宮嵜 隆太郎,3825,2 号艇,1018,49,730,110,59,44,26,0
宮嵜 隆太郎,3825,3 号艇,1009,23,75,661,144,71,35,0
宮嵜 隆太郎,3825,4 号艇,960,21,31,100,586,150,72,0
宮嵜 隆太郎,3825,5 号艇,1011,27,23,59,145,587,170,0
宮嵜 隆太郎,3825,6 号艇,940,20,36,53,69,170,592,0
