name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
十河 伸吉,3390,1 号艇,518,427,60,20,6,3,2,0
十河 伸吉,3390,2 号艇,518,33,348,78,30,23,6,0
十河 伸吉,3390,3 号艇,524,13,74,306,68,47,16,0
十河 伸吉,3390,4 号艇,505,5,18,81,240,125,36,0
十河 伸吉,3390,5 号艇,517,1,20,44,94,272,86,0
十河 伸吉,3390,6 号艇,532,0,10,44,69,131,278,0
