name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
金子 順一,3539,1 コース,1036,378,356,0,0,0,19,3
金子 順一,3539,2 コース,1564,264,0,139,92,0,24,9
金子 順一,3539,3 コース,1664,211,0,57,71,47,31,5
金子 順一,3539,4 コース,1204,112,0,25,42,31,14,0
金子 順一,3539,5 コース,787,40,0,9,4,23,4,0
金子 順一,3539,6 コース,392,10,0,2,0,4,4,0
